2026-01-29 10:38:29 | INFO | __main__:initialize:54 | ========== RTSP监测系统初始化完成（使用背景建模检测） ==========
2026-01-29 10:38:32 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.109:554/Streaming/Channels/100
2026-01-29 10:38:32 | INFO | camera_monitor:start:127 | 开始监测摄像头: 大门区域摄像头1 (ID: 1)
2026-01-29 10:38:33 | INFO | __main__:start_all_monitors:158 | 摄像头 一层车库区摄像头2 (ID: 2) 使用YOLO配置: 默认全局池
2026-01-29 10:38:33 | INFO | camera_monitor:__init__:43 | 摄像头 一层车库区摄像头2 (ID: 2) RTSP URL: rtsp://admin:khjy%40123@192.168.100.109:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:33 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:38:33 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:38:33 | INFO | camera_monitor:__init__:58 | 摄像头 一层车库区摄像头2 将创建独立YOLO实例
2026-01-29 10:38:33 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层车库区摄像头2
2026-01-29 10:38:33 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层车库区摄像头2 (ID: 2)
2026-01-29 10:38:33 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.109:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:33 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层车库区摄像头2 (ID: 2)
2026-01-29 10:38:34 | INFO | __main__:start_all_monitors:158 | 摄像头 一层贵重物品区摄像头1 (ID: 3) 使用YOLO配置: 默认全局池
2026-01-29 10:38:34 | INFO | camera_monitor:__init__:43 | 摄像头 一层贵重物品区摄像头1 (ID: 3) RTSP URL: rtsp://admin:khjy%40123@192.168.100.107:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:34 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:38:34 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:38:34 | INFO | camera_monitor:__init__:58 | 摄像头 一层贵重物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:38:34 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层贵重物品区摄像头1
2026-01-29 10:38:34 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层贵重物品区摄像头1 (ID: 3)
2026-01-29 10:38:34 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.107:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:34 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层贵重物品区摄像头1 (ID: 3)
2026-01-29 10:38:35 | INFO | __main__:start_all_monitors:158 | 摄像头 一层贵重物品区摄像头1 (ID: 4) 使用YOLO配置: 默认全局池
2026-01-29 10:38:35 | INFO | camera_monitor:__init__:43 | 摄像头 一层贵重物品区摄像头1 (ID: 4) RTSP URL: rtsp://admin:khjy%40321@192.168.100.110:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:35 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:38:35 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:38:35 | INFO | camera_monitor:__init__:58 | 摄像头 一层贵重物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:38:35 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层贵重物品区摄像头1
2026-01-29 10:38:35 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层贵重物品区摄像头1 (ID: 4)
2026-01-29 10:38:35 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40321@192.168.100.110:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:35 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层贵重物品区摄像头1 (ID: 4)
2026-01-29 10:38:36 | INFO | __main__:start_all_monitors:158 | 摄像头 一层室外大件物品区摄像头1 (ID: 5) 使用YOLO配置: 默认全局池
2026-01-29 10:38:36 | INFO | camera_monitor:__init__:43 | 摄像头 一层室外大件物品区摄像头1 (ID: 5) RTSP URL: rtsp://admin:khjy%40123@192.168.1.64:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:36 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:38:36 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:38:36 | INFO | camera_monitor:__init__:58 | 摄像头 一层室外大件物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:38:36 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层室外大件物品区摄像头1
2026-01-29 10:38:36 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层室外大件物品区摄像头1 (ID: 5)
2026-01-29 10:38:36 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.1.64:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:36 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层室外大件物品区摄像头1 (ID: 5)
2026-01-29 10:38:37 | INFO | __main__:start_all_monitors:158 | 摄像头 一层室内较小库房摄像头1 (ID: 20) 使用YOLO配置: 默认全局池
2026-01-29 10:38:37 | INFO | camera_monitor:__init__:43 | 摄像头 一层室内较小库房摄像头1 (ID: 20) RTSP URL: rtsp://admin:khjy%40321@192.168.100.111:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:37 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:38:37 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:38:37 | INFO | camera_monitor:__init__:58 | 摄像头 一层室内较小库房摄像头1 将创建独立YOLO实例
2026-01-29 10:38:37 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层室内较小库房摄像头1
2026-01-29 10:38:37 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层室内较小库房摄像头1 (ID: 20)
2026-01-29 10:38:37 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40321@192.168.100.111:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:37 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层室内较小库房摄像头1 (ID: 20)
2026-01-29 10:38:38 | INFO | __main__:start_all_monitors:158 | 摄像头 一层恒温大件物品区摄像头1 (ID: 21) 使用YOLO配置: 默认全局池
2026-01-29 10:38:38 | INFO | camera_monitor:__init__:43 | 摄像头 一层恒温大件物品区摄像头1 (ID: 21) RTSP URL: rtsp://admin:khjy%40321@192.168.100.112:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:38 | INFO | image_detection:__init__:32 | 初始化背景建模检测器
2026-01-29 10:38:38 | INFO | image_storage:__init__:37 | 图片保存目录: D:\appdata\uploadPath\caseapp
2026-01-29 10:38:38 | INFO | camera_monitor:__init__:58 | 摄像头 一层恒温大件物品区摄像头1 将创建独立YOLO实例
2026-01-29 10:38:38 | INFO | camera_monitor:_worker_process:156 | 后台工作线程开始运行 - 摄像头: 一层恒温大件物品区摄像头1
2026-01-29 10:38:38 | INFO | camera_monitor:start:118 | 后台工作线程已启动: 一层恒温大件物品区摄像头1 (ID: 21)
2026-01-29 10:38:38 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40321@192.168.100.112:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:38:38 | INFO | camera_monitor:start:127 | 开始监测摄像头: 一层恒温大件物品区摄像头1 (ID: 21)
2026-01-29 10:38:39 | INFO | __main__:start_all_monitors:173 | ========== RTSP监测服务启动完成 ==========
2026-01-29 10:39:03 | ERROR | camera_monitor:_connect_rtsp:498 | RTSP连接失败
2026-01-29 10:39:03 | WARNING | camera_monitor:_monitor_loop:212 | 摄像头 大门区域摄像头1 连接失败，5秒后重试 (尝试 1/3)
2026-01-29 10:39:08 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.109:554/Streaming/Channels/100
2026-01-29 10:39:33 | ERROR | camera_monitor:_connect_rtsp:498 | RTSP连接失败
2026-01-29 10:39:33 | WARNING | camera_monitor:_monitor_loop:212 | 摄像头 一层车库区摄像头2 连接失败，5秒后重试 (尝试 1/3)
2026-01-29 10:39:38 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.109:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:40:03 | ERROR | camera_monitor:_connect_rtsp:498 | RTSP连接失败
2026-01-29 10:40:03 | WARNING | camera_monitor:_monitor_loop:212 | 摄像头 一层贵重物品区摄像头1 连接失败，5秒后重试 (尝试 1/3)
2026-01-29 10:40:05 | INFO | camera_monitor:_connect_rtsp:465 | RTSP连接成功
2026-01-29 10:40:05 | INFO | camera_monitor:_connect_rtsp:480 | 启用 InputShaper 输入整形层
2026-01-29 10:40:05 | INFO | input_shaper:__init__:79 | [一层室内较小库房摄像头1] InputShaper: 使用已有VideoCapture对象
2026-01-29 10:40:05 | DEBUG | input_shaper:_pull_loop:142 | [一层室内较小库房摄像头1] InputShaper 拉流线程已启动
2026-01-29 10:40:05 | DEBUG | input_shaper:_wait_for_first_frame:136 | [一层室内较小库房摄像头1] InputShaper: 首帧已就绪
2026-01-29 10:40:05 | INFO | input_shaper:__init__:119 | [一层室内较小库房摄像头1] InputShaper 已启动 - 目标帧率: 2.0fps, 缓冲区: 30帧, 丢帧策略: drop_old, 空缓冲行为: skip
2026-01-29 10:40:05 | INFO | camera_monitor:_monitor_loop:223 | 摄像头 一层室内较小库房摄像头1 正在初始化，快速跳过前3帧...
2026-01-29 10:40:06 | INFO | camera_monitor:_monitor_loop:233 | 摄像头 一层室内较小库房摄像头1 背景建模学习中，请等待30秒...
2026-01-29 10:40:06 | INFO | camera_monitor:_connect_rtsp:465 | RTSP连接成功
2026-01-29 10:40:06 | INFO | camera_monitor:_connect_rtsp:480 | 启用 InputShaper 输入整形层
2026-01-29 10:40:06 | INFO | input_shaper:__init__:79 | [一层贵重物品区摄像头1] InputShaper: 使用已有VideoCapture对象
2026-01-29 10:40:06 | DEBUG | input_shaper:_pull_loop:142 | [一层贵重物品区摄像头1] InputShaper 拉流线程已启动
2026-01-29 10:40:06 | DEBUG | input_shaper:_wait_for_first_frame:136 | [一层贵重物品区摄像头1] InputShaper: 首帧已就绪
2026-01-29 10:40:06 | INFO | input_shaper:__init__:119 | [一层贵重物品区摄像头1] InputShaper 已启动 - 目标帧率: 2.0fps, 缓冲区: 30帧, 丢帧策略: drop_old, 空缓冲行为: skip
2026-01-29 10:40:06 | INFO | camera_monitor:_monitor_loop:223 | 摄像头 一层贵重物品区摄像头1 正在初始化，快速跳过前3帧...
2026-01-29 10:40:07 | INFO | camera_monitor:_monitor_loop:233 | 摄像头 一层贵重物品区摄像头1 背景建模学习中，请等待30秒...
2026-01-29 10:40:07 | INFO | camera_monitor:_connect_rtsp:465 | RTSP连接成功
2026-01-29 10:40:07 | INFO | camera_monitor:_connect_rtsp:480 | 启用 InputShaper 输入整形层
2026-01-29 10:40:07 | INFO | input_shaper:__init__:79 | [一层室外大件物品区摄像头1] InputShaper: 使用已有VideoCapture对象
2026-01-29 10:40:07 | DEBUG | input_shaper:_pull_loop:142 | [一层室外大件物品区摄像头1] InputShaper 拉流线程已启动
2026-01-29 10:40:08 | DEBUG | input_shaper:_wait_for_first_frame:136 | [一层室外大件物品区摄像头1] InputShaper: 首帧已就绪
2026-01-29 10:40:08 | INFO | input_shaper:__init__:119 | [一层室外大件物品区摄像头1] InputShaper 已启动 - 目标帧率: 2.0fps, 缓冲区: 30帧, 丢帧策略: drop_old, 空缓冲行为: skip
2026-01-29 10:40:08 | INFO | camera_monitor:_monitor_loop:223 | 摄像头 一层室外大件物品区摄像头1 正在初始化，快速跳过前3帧...
2026-01-29 10:40:08 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40321@192.168.100.110:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:40:09 | INFO | camera_monitor:_connect_rtsp:465 | RTSP连接成功
2026-01-29 10:40:09 | INFO | camera_monitor:_connect_rtsp:480 | 启用 InputShaper 输入整形层
2026-01-29 10:40:09 | INFO | input_shaper:__init__:79 | [一层恒温大件物品区摄像头1] InputShaper: 使用已有VideoCapture对象
2026-01-29 10:40:09 | INFO | camera_monitor:_monitor_loop:233 | 摄像头 一层室外大件物品区摄像头1 背景建模学习中，请等待30秒...
2026-01-29 10:40:09 | DEBUG | input_shaper:_pull_loop:142 | [一层恒温大件物品区摄像头1] InputShaper 拉流线程已启动
2026-01-29 10:40:09 | DEBUG | input_shaper:_wait_for_first_frame:136 | [一层恒温大件物品区摄像头1] InputShaper: 首帧已就绪
2026-01-29 10:40:09 | INFO | input_shaper:__init__:119 | [一层恒温大件物品区摄像头1] InputShaper 已启动 - 目标帧率: 2.0fps, 缓冲区: 30帧, 丢帧策略: drop_old, 空缓冲行为: skip
2026-01-29 10:40:09 | INFO | camera_monitor:_monitor_loop:223 | 摄像头 一层恒温大件物品区摄像头1 正在初始化，快速跳过前3帧...
2026-01-29 10:40:10 | INFO | camera_monitor:_monitor_loop:233 | 摄像头 一层恒温大件物品区摄像头1 背景建模学习中，请等待30秒...
2026-01-29 10:40:35 | INFO | input_shaper:_log_stats_periodically:217 | [一层室内较小库房摄像头1] InputShaper 统计 - 拉取: 719帧, 输出: 3帧, 丢弃: 648帧, 溢出: 648次, 空读: 0次, 重复: 0次, 缓冲区: 30/30
2026-01-29 10:40:36 | INFO | camera_monitor:_monitor_loop:253 | 摄像头 一层室内较小库房摄像头1 开始正常监测...
2026-01-29 10:40:36 | DEBUG | image_detection:_calculate_background_subtraction:163 | 背景建模 - 原始: 13346/2073600 (0.644%), 处理后: 0/2073600 (0.000%)
2026-01-29 10:40:36 | INFO | input_shaper:_log_stats_periodically:217 | [一层贵重物品区摄像头1] InputShaper 统计 - 拉取: 687帧, 输出: 3帧, 丢弃: 624帧, 溢出: 624次, 空读: 0次, 重复: 0次, 缓冲区: 30/30
2026-01-29 10:40:37 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.393%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:37 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.39% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:37 | INFO | camera_monitor:_monitor_loop:253 | 摄像头 一层贵重物品区摄像头1 开始正常监测...
2026-01-29 10:40:37 | INFO | input_shaper:_log_stats_periodically:217 | [一层室外大件物品区摄像头1] InputShaper 统计 - 拉取: 716帧, 输出: 3帧, 丢弃: 661帧, 溢出: 661次, 空读: 0次, 重复: 0次, 缓冲区: 30/30
2026-01-29 10:40:37 | DEBUG | image_detection:_calculate_background_subtraction:163 | 背景建模 - 原始: 19117/2073600 (0.922%), 处理后: 0/2073600 (0.000%)
2026-01-29 10:40:38 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.551%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:38 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.55% -> 处理后 0.065%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:38 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.715%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:38 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.71% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:38 | ERROR | camera_monitor:_connect_rtsp:498 | RTSP连接失败
2026-01-29 10:40:38 | WARNING | camera_monitor:_monitor_loop:212 | 摄像头 一层车库区摄像头2 连接失败，5秒后重试 (尝试 2/3)
2026-01-29 10:40:39 | INFO | camera_monitor:_monitor_loop:253 | 摄像头 一层室外大件物品区摄像头1 开始正常监测...
2026-01-29 10:40:39 | INFO | input_shaper:_log_stats_periodically:217 | [一层恒温大件物品区摄像头1] InputShaper 统计 - 拉取: 751帧, 输出: 3帧, 丢弃: 702帧, 溢出: 702次, 空读: 0次, 重复: 0次, 缓冲区: 30/30
2026-01-29 10:40:39 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.572%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:39 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.57% -> 处理后 0.056%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:39 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.349%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:39 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.35% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:40 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 1.28% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:40 | INFO | camera_monitor:_monitor_loop:253 | 摄像头 一层恒温大件物品区摄像头1 开始正常监测...
2026-01-29 10:40:40 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.383%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:40 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.38% -> 处理后 0.039%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:40 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.867%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:40 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.87% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:41 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 1.81% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:41 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.103%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:41 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.10% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:41 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.546%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:41 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.55% -> 处理后 0.054%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:41 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.673%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:41 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.67% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:42 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 1.91% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:42 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.744%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:42 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.74% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:42 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.401%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:42 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.40% -> 处理后 0.072%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:42 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.920%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:42 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.92% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:43 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 1.80% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:43 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.900%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:43 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.90% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:43 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.550%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:43 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.55% -> 处理后 0.050%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:43 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.765%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:43 | DEBUG | image_detection:_calculate_background_subtraction:163 | 背景建模 - 原始: 78079/2073600 (3.765%), 处理后: 0/2073600 (0.000%)
2026-01-29 10:40:43 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.77% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:43 | INFO | camera_monitor:_connect_rtsp:447 | 正在连接RTSP流: rtsp://admin:khjy%40123@192.168.100.109:554/cam/realmonitor?channel=1&subtype=1
2026-01-29 10:40:44 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 1.90% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:44 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.973%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:44 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.97% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:44 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.466%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:44 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.47% -> 处理后 0.051%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:44 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (3.932%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:44 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 3.93% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:45 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 1.86% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:45 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.826%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:45 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.83% -> 处理后 0.000%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:45 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (2.603%)，暂停背景学习，避免前景被学习成背景
2026-01-29 10:40:45 | WARNING | image_detection:_calculate_background_subtraction:168 | ⚠️  过滤可能过于激进：原始前景 2.60% -> 处理后 0.053%（形态学操作: 1, 最小区域: 500）建议：降低min_change_area或减小形态学核大小
2026-01-29 10:40:45 | DEBUG | image_detection:_calculate_background_subtraction:136 | 检测到前景 (4.476%)，暂停背景学习，避免前景被学习成背景
